High Level Relationships
Bedroom
vertical,tv_stand,vase,0.003799628
vertical,tv_stand,vase_1,0.980392157
vertical,tv_stand,vase_2,1
vertical,stand,pillow,0.047789725
vertical,stand,pillow_1,0.960629921
vertical,stand,pillow_2,0.992125984
vertical,stand,pillow_3,1
vertical,shelving,pillow,0.017323775
vertical,shelving,pillow_1,0.944444444
vertical,shelving,pillow_2,1
vertical,dining_table,table_lamp,0.000706714
vertical,dining_table,table_lamp_1,1
vertical,books,clock,0.006109023
vertical,books,clock_1,1
vertical,television,pillow,0.011947431
vertical,television,pillow_1,1
vertical,stand,table_lamp,0.047450782
vertical,stand,table_lamp_1,0.991397289
vertical,stand,table_lamp_2,0.996871741
vertical,stand,table_lamp_3,0.998435871
vertical,stand,table_lamp_4,0.999217935
vertical,stand,table_lamp_5,1
vertical,picture_frame,chair,0.00824068
vertical,picture_frame,chair_1,0.987341772
vertical,picture_frame,chair_2,0.995780591
vertical,picture_frame,chair_3,1
vertical,person,book,0.017871486
vertical,person,book_1,1
vertical,chandelier,window,0.002478487
vertical,chandelier,window_1,0.920258621
vertical,chandelier,window_2,0.974137931
vertical,chandelier,window_3,0.993534483
vertical,chandelier,window_4,0.995689655
vertical,chandelier,window_5,0.997844828
vertical,chandelier,window_6,1
vertical,person,plant,0.001062293
vertical,table_lamp,laptop,0.007814899
vertical,table_lamp,laptop_1,1
vertical,floor,toy,0.143069601
vertical,dressing_table,book,0.009638554
vertical,laptop,book,0.006927711
vertical,picture_frame,book,0.024899598
vertical,picture_frame,book_1,0.969072165
vertical,picture_frame,book_2,1
vertical,window,television,0.001549869
vertical,window,television_1,1
vertical,mirror,picture_frame,0.00713601
vertical,mirror,picture_frame_1,0.993670886
vertical,mirror,picture_frame_2,1
vertical,chair,table_lamp,0.009389197
vertical,chair,table_lamp_1,0.969642857
vertical,chair,table_lamp_2,0.985714286
vertical,chair,table_lamp_3,1
vertical,floor_lamp,books,0.003585572
vertical,floor_lamp,books_1,0.915789474
vertical,floor_lamp,books_2,1
vertical,tv_stand,switch,0.004769195
vertical,shelving,desk,0.00074494
vertical,dresser,vase,0.006513648
vertical,dresser,vase_1,0.988505747
vertical,dresser,vase_2,1
vertical,rug,shoes,0.117760618
vertical,rug,shoes_1,1
vertical,television,table_lamp,0.00454316
vertical,television,table_lamp_1,1
vertical,mirror,stand,0.000835941
vertical,mirror,stand_1,0.977272727
vertical,mirror,stand_2,1
vertical,wardrobe_cabinet,wall_lamp,0.003599005
vertical,wardrobe_cabinet,wall_lamp_1,1
vertical,picture_frame,hanger,0.015654521
vertical,picture_frame,hanger_1,1
vertical,double_bed,playstation,0.015422651
vertical,double_bed,playstation_1,0.985074627
vertical,double_bed,playstation_2,0.992537313
vertical,double_bed,playstation_3,1
vertical,table_lamp,switch,0.012776731
vertical,table_lamp,switch_1,1
vertical,curtain,wall_lamp,0.012236618
vertical,curtain,wall_lamp_1,0.953846154
vertical,curtain,wall_lamp_2,0.976923077
vertical,curtain,wall_lamp_3,0.988461538
vertical,curtain,wall_lamp_4,1
vertical,coffee_table,vase,0.024271092
vertical,coffee_table,vase_1,0.888
vertical,coffee_table,vase_2,0.925333333
vertical,coffee_table,vase_3,0.962666667
vertical,coffee_table,vase_4,1
vertical,air_conditioner,picture_frame,0.001677495
vertical,air_conditioner,picture_frame_1,1
vertical,sofa,laptop,0.002081698
vertical,coffee_table,table_lamp,0.011711257
vertical,coffee_table,table_lamp_1,0.998639456
vertical,coffee_table,table_lamp_2,1
vertical,floor,shoes,0.606177606
vertical,curtain,shelving,0.005911445
vertical,curtain,shelving_1,1
vertical,floor,television,0.00872886
vertical,double_bed,computer,0.039279632
vertical,double_bed,computer_1,0.998186763
vertical,double_bed,computer_2,0.999093382
vertical,double_bed,computer_3,1
vertical,wardrobe_cabinet,vase,0.002248759
vertical,wardrobe_cabinet,vase_1,0.96969697
vertical,wardrobe_cabinet,vase_2,1
vertical,shelving,hanger,0.00148448
vertical,shelving,books,0.031467409
vertical,shelving,books_1,0.953910615
vertical,shelving,books_2,0.988826816
vertical,shelving,books_3,1
vertical,mirror,ottoman,0.008426583
vertical,mirror,ottoman_1,0.976833977
vertical,mirror,ottoman_2,0.988416988
vertical,mirror,ottoman_3,1
vertical,vase,book,0.007931727
vertical,vase,book_1,1
vertical,picture_frame,ottoman,0.002422216
vertical,picture_frame,ottoman_1,1
vertical,pillow,picture_frame,0.001650868
vertical,pillow,picture_frame_1,0.901960784
vertical,pillow,picture_frame_2,0.980392157
vertical,pillow,picture_frame_3,0.990196078
vertical,pillow,picture_frame_4,1
vertical,ottoman,table_lamp,0.010459364
vertical,ottoman,table_lamp_1,0.992260062
vertical,ottoman,table_lamp_2,1
vertical,picture_frame,fishbowl,0.017247327
vertical,picture_frame,table_lamp,0.011973751
vertical,picture_frame,table_lamp_1,0.986005089
vertical,picture_frame,table_lamp_2,0.997455471
vertical,picture_frame,table_lamp_3,1
vertical,rug,playstation,0.001883683
vertical,rug,playstation_1,1
vertical,desk,playstation,0.055333176
vertical,desk,playstation_1,0.99577167
vertical,desk,playstation_2,0.997885835
vertical,desk,playstation_3,1
vertical,computer,playstation,0.023781493
vertical,stairs,plant,8.50E-05
vertical,stairs,ottoman,6.82E-05
vertical,wardrobe_cabinet,clock,0.001315789
vertical,desk,television,0.001909438
vertical,desk,television_1,1
vertical,partition,shelving,0.000468233
vertical,partition,shelving_1,0.625
vertical,partition,shelving_2,0.6875
vertical,partition,shelving_3,0.75
vertical,partition,shelving_4,0.8125
vertical,partition,shelving_5,0.875
vertical,partition,shelving_6,0.9375
vertical,partition,shelving_7,1
vertical,mirror,television,0.002467391
vertical,mirror,television_1,1
vertical,computer,loudspeaker,0.129252808
vertical,computer,loudspeaker_1,0.997630332
vertical,computer,loudspeaker_2,1
vertical,armchair,computer,0.005689024
vertical,armchair,computer_1,1
vertical,person,ottoman,0.006720797
vertical,person,ottoman_1,0.98630137
vertical,person,ottoman_2,1
vertical,desk,table_lamp,0.010459364
vertical,desk,table_lamp_1,1
vertical,chandelier,picture_frame,0.01272766
vertical,chandelier,picture_frame_1,0.936037441
vertical,chandelier,picture_frame_2,0.978159126
vertical,chandelier,picture_frame_3,0.992199688
vertical,chandelier,picture_frame_4,0.996879875
vertical,chandelier,picture_frame_5,1
vertical,stand,stereo_set,0.007544672
vertical,double_bed,books,0.008455528
vertical,double_bed,books_1,0.953757225
vertical,double_bed,books_2,0.976878613
vertical,double_bed,books_3,1
vertical,picture_frame,dining_table,0.001554807
vertical,ottoman,rug,0.000315087
vertical,ottoman,rug_1,1
vertical,armchair,ottoman,0.000136463
vertical,mirror,trinket,0.009355509
vertical,plant,ottoman,0.001228166
vertical,plant,ottoman_1,1
vertical,table_lamp,cup,0.025255562
vertical,table_lamp,cup_1,1
vertical,door,television,0.004116451
vertical,floor,rug,0.025312024
vertical,picture_frame,switch,0.00836081
vertical,picture_frame,switch_1,0.883495146
vertical,picture_frame,switch_2,0.975728155
vertical,picture_frame,switch_3,0.995145631
vertical,picture_frame,switch_4,1
vertical,floor,stairs,0.004972376
vertical,mirror,playstation,0.025076525
vertical,office_chair,computer,0.009058956
vertical,office_chair,computer_1,1
vertical,armchair,switch,0.000176637
vertical,picture_frame,computer,0.009312606
vertical,picture_frame,computer_1,1
vertical,stand,fishbowl,0.016557434
vertical,television,office_chair,0.001505134
vertical,television,office_chair_1,1
vertical,curtain,computer,0.002536508
vertical,curtain,computer_1,1
vertical,chair,rug,0.000157544
vertical,dresser,table_lamp,0.008379606
vertical,dresser,table_lamp_1,0.997830803
vertical,dresser,table_lamp_2,1
vertical,armchair,table_lamp,0.011792024
vertical,armchair,table_lamp_1,0.983425414
vertical,armchair,table_lamp_2,1
vertical,books,armchair,0.002281342
vertical,books,armchair_1,1
vertical,ceiling_fan,chandelier,0.001193714
vertical,ceiling_fan,chandelier_1,1
vertical,stereo_set,picture_frame,0.002076898
vertical,stereo_set,picture_frame_1,1
vertical,wardrobe_cabinet,television,0.004116451
vertical,wardrobe_cabinet,television_1,1
